basename,objectid,frame,run,date,camera,film_number,film_type,focal_length,photo_series,original_lon,original_lat,original_alt_m,estimated_lon,estimated_lat,estimated_alt_m,alignment_error_m,x_error,y_error,z_error,aligned_in_agisoft,source_url,preview_url,thumbnail_url
MAP1481_frame13839.tif,559141,13839,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.772,-32.006,3048,115.770356,-32.005229,3061.178503,177.869759,-155.421766,85.486769,13.180969,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13839.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13839_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13839_thumbnail.jpg
MAP1481_frame13840.tif,559146,13840,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.781,-32.006,3048,115.780716,-32.003958,3056.392311,228.229690,-26.866629,226.487254,8.396402,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13840.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13840_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13840_thumbnail.jpg
MAP1481_frame13841.tif,559152,13841,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.788,-32.005,3048,115.791529,-32.002356,3053.090435,444.275600,333.645447,293.318008,5.105917,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13841.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13841_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13841_thumbnail.jpg
MAP1481_frame13842.tif,559150,13842,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.795,-32.003,3048,115.802045,-32.000437,3052.847227,724.184591,665.978115,284.416202,4.888310,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13842.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13842_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13842_thumbnail.jpg
MAP1481_frame13843.tif,559151,13843,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.803,-32.002,3048,115.812727,-31.998495,3047.354352,998.415467,919.572853,388.868732,-0.567557,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13843.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13843_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13843_thumbnail.jpg
MAP1481_frame13844.tif,559148,13844,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.81,-32,3048,115.823105,-31.996832,3050.091139,1287.844915,1238.931035,351.552961,2.221020,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13844.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13844_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13844_thumbnail.jpg
MAP1481_frame13845.tif,559147,13845,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.817,-31.999,3048,115.833347,-31.994955,3030.616432,1609.373488,1545.400141,448.916752,-17.180758,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13845.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13845_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13845_thumbnail.jpg
MAP1481_frame13846.tif,559144,13846,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.824,-31.997,3048,115.844080,-31.992987,3023.091305,1950.123852,1898.411885,445.431987,-24.610963,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13846.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13846_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13846_thumbnail.jpg
MAP1481_frame13847.tif,559143,13847,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.831,-31.996,3048,115.855256,-31.991058,3018.823492,2358.038807,2293.174097,548.519389,-28.741185,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13847.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13847_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13847_thumbnail.jpg
MAP1481_frame13848.tif,559149,13848,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.838,-31.994,3048,115.778165,-31.997830,3153.469320,5673.884418,-5657.036568,-423.367599,107.988596,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13848.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13848_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13848_thumbnail.jpg
MAP1481_frame13850.tif,559155,13850,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.852,-31.991,3048,115.851686,-31.992223,3099.926184,148.270600,-29.711921,-135.664611,51.927701,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13850.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13850_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13850_thumbnail.jpg
MAP1481_frame13851.tif,559157,13851,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.863,-31.989,3048,115.862843,-31.990540,3105.255107,180.782206,-14.832005,-170.832683,57.257420,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13851.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13851_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13851_thumbnail.jpg
MAP1481_frame13852.tif,559154,13852,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.874,-31.988,3048,115.873720,-31.988985,3107.356942,127.163693,-26.453471,-109.304410,59.357936,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13852.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13852_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13852_thumbnail.jpg
MAP1481_frame13853.tif,559153,13853,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.885,-31.986,3048,115.884158,-31.987449,3101.705255,187.260163,-79.656496,-160.737939,53.707784,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13853.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13853_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13853_thumbnail.jpg
MAP1481_frame13854.tif,559156,13854,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.896,-31.984,3048,115.894715,-31.986031,3078.825151,257.817975,-121.467326,-225.311539,30.830300,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13854.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13854_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13854_thumbnail.jpg
MAP1481_frame13855.tif,559161,13855,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.907,-31.982,3048,115.905534,-31.984799,3066.804619,340.578044,-138.590652,-310.535151,18.813709,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13855.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13855_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13855_thumbnail.jpg
MAP1481_frame13856.tif,559162,13856,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.919,-31.981,3048,115.916239,-31.983591,3052.302425,388.318077,-261.071064,-287.426888,4.314259,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13856.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13856_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13856_thumbnail.jpg
MAP1481_frame13857.tif,559159,13857,15,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.93,-31.98,3048,115.926868,-31.982168,3036.171947,381.693624,-296.186816,-240.465714,-11.816637,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13857.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13857_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13857_thumbnail.jpg
MAP1481_frame13879.tif,830281,13879,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.929,-31.919,3048,115.926371,-31.921187,3108.737907,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13879.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13879_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13879_thumbnail.jpg
MAP1481_frame13880.tif,830290,13880,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.92,-31.92,3048,115.917426,-31.921839,3114.424193,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13880.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13880_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13880_thumbnail.jpg
MAP1481_frame13881.tif,830286,13881,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.913,-31.922,3048,115.908612,-31.922839,3118.577723,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13881.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13881_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13881_thumbnail.jpg
MAP1481_frame13882.tif,830287,13882,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.906,-31.924,3048,115.899930,-31.923861,3127.090380,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13882.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13882_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13882_thumbnail.jpg
MAP1481_frame13883.tif,830288,13883,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.899,-31.926,3048,115.890947,-31.925158,3129.446062,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13883.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13883_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13883_thumbnail.jpg
MAP1481_frame13884.tif,830289,13884,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.891,-31.928,3048,115.881942,-31.926645,3138.739500,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13884.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13884_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13884_thumbnail.jpg
MAP1481_frame13885.tif,830294,13885,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.884,-31.929,3048,115.873166,-31.928302,3143.532083,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13885.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13885_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13885_thumbnail.jpg
MAP1481_frame13886.tif,830293,13886,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.873,-31.931,3048,115.864453,-31.929893,3153.478848,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13886.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13886_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13886_thumbnail.jpg
MAP1481_frame13887.tif,830291,13887,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.863,-31.933,3048,115.855575,-31.931442,3156.082751,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13887.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13887_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13887_thumbnail.jpg
MAP1481_frame13888.tif,830295,13888,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.852,-31.934,3048,115.846881,-31.932753,3158.363968,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13888.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13888_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13888_thumbnail.jpg
MAP1481_frame13889.tif,830292,13889,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.841,-31.936,3048,115.837984,-31.934019,3157.397918,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13889.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13889_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13889_thumbnail.jpg
MAP1481_frame13890.tif,830300,13890,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.83,-31.938,3048,115.828983,-31.935325,3159.530873,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13890.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13890_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13890_thumbnail.jpg
MAP1481_frame13891.tif,830299,13891,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.821,-31.938,3048,115.819938,-31.936569,3167.930630,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13891.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13891_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13891_thumbnail.jpg
MAP1481_frame13892.tif,830302,13892,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.812,-31.939,3048,115.811045,-31.938022,3177.899839,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13892.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13892_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13892_thumbnail.jpg
MAP1481_frame13893.tif,830303,13893,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.804,-31.939,3048,115.802260,-31.939437,3182.786459,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13893.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13893_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13893_thumbnail.jpg
MAP1481_frame13894.tif,830297,13894,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.795,-31.94,3048,115.793486,-31.940664,3192.930343,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13894.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13894_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13894_thumbnail.jpg
MAP1481_frame13895.tif,830296,13895,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.786,-31.941,3048,115.784753,-31.941726,3188.870340,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13895.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13895_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13895_thumbnail.jpg
MAP1481_frame13896.tif,830301,13896,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.777,-31.941,3048,115.775758,-31.942834,3189.606616,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13896.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13896_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13896_thumbnail.jpg
MAP1481_frame13897.tif,830298,13897,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.769,-31.942,3048,115.766622,-31.943988,3196.165330,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13897.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13897_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13897_thumbnail.jpg
MAP1481_frame13898.tif,830304,13898,12,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.76,-31.943,3048,115.755956,-31.945349,3194.737068,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13898.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13898_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13898_thumbnail.jpg
MAP1481_frame13899.tif,830333,13899,14,14 January 1942,Williamson Eagle 4,MAP1481,Black and White,8.25 in,"Military Mapping Photography - Perth, Perth",115.747,-31.982,3048,115.748480,-31.984469,3162.763535,,,,,Yes,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/MAP1481_frame13899.tif,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Preview/MAP1481_frame13899_preview.jpg,https://aerialphotography.ga.gov.au/Scanned/MAP/MAP1481/Thumbnail/MAP1481_frame13899_thumbnail.jpg
